20110102a,김범준展 / KIMBEONJUN / 金範埈 / mixed media,with nothing,solo exhibition,김범준,무제,현수막 실사출력,140×90cm,2011,https://neolook.com/archives/2011010204a.jpg
20111116l,장현주展 / CHANGHYUNJOO / 蔣賢珠 / painting,Practical Fantasy,solo exhibition,장현주,Truth,캔버스에 아크릴채색 과슈,130×130cm,2011,https://neolook.com/archives/2011111604l.jpg
20111116l,장현주展 / CHANGHYUNJOO / 蔣賢珠 / painting,Practical Fantasy,solo exhibition,장현주,Breath,장지에 연필,90×63cm,2011,https://neolook.com/archives/2011111606l.jpg
20111117a,양태모展 / YANGTAEMO / 梁泰模 / sculpture,Idleness,solo exhibition,양태모,Idleness,닥,162×130cm,2010,https://neolook.com/archives/2011111701a.jpg
20111117a,양태모展 / YANGTAEMO / 梁泰模 / sculpture,Idleness,solo exhibition,양태모,Idleness,에나멜 도료,256×50×40cm,2011,https://neolook.com/archives/2011111704a.jpg
20111117a,양태모展 / YANGTAEMO / 梁泰模 / sculpture,Idleness,solo exhibition,양태모,Idleness,에나멜 도료,207×40×30cm,2011,https://neolook.com/archives/2011111705a.jpg
20111117a,양태모展 / YANGTAEMO / 梁泰模 / sculpture,Idleness,solo exhibition,양태모,Idleness,에나멜 도료,120×118×40cm,2011,https://neolook.com/archives/2011111706a.jpg
20111117b,김영지展 / KIMYOUNGJI / 金映志 / painting,Sentimental Abstraction ,solo exhibition,김영지,Sultry Summer,캔버스에 아크릴채색,172×129cm,2011,https://neolook.com/archives/2011111701b.jpg
20111117b,김영지展 / KIMYOUNGJI / 金映志 / painting,Sentimental Abstraction ,solo exhibition,김영지,Beach in Summer,캔버스에 아크릴채색,116×91cm,2009,https://neolook.com/archives/2011111702b.jpg
20111117b,김영지展 / KIMYOUNGJI / 金映志 / painting,Sentimental Abstraction ,solo exhibition,김영지,Summer Heat,캔버스에 아크릴채색,162.2×130.3cm,2011,https://neolook.com/archives/2011111703b.jpg
20111117b,김영지展 / KIMYOUNGJI / 金映志 / painting,Sentimental Abstraction ,solo exhibition,김영지,Red Ending,캔버스에 아크릴채색,45.5×38cm,2010,https://neolook.com/archives/2011111704b.jpg
20111117b,김영지展 / KIMYOUNGJI / 金映志 / painting,Sentimental Abstraction ,solo exhibition,김영지,Tundra,캔버스에 아크릴채색,90.9×72.7cm,2011,https://neolook.com/archives/2011111705b.jpg
20111117b,김영지展 / KIMYOUNGJI / 金映志 / painting,Sentimental Abstraction ,solo exhibition,김영지,2Blue Sticks,캔버스에 아크릴채색,90.9×72.7cm,2010,https://neolook.com/archives/2011111706b.jpg
20111117b,김영지展 / KIMYOUNGJI / 金映志 / painting,Sentimental Abstraction ,solo exhibition,김영지,5Blue Sticks,캔버스에 아크릴채색,73×61cm,2011,https://neolook.com/archives/2011111707b.jpg
20111117c,김성수展 / KIMSUNGSOO / 金成洙 / sculpture,On Your Mark,solo exhibition,김성수,Moonbug,스틸 동,70×45×25cm,2010 ,https://neolook.com/archives/2011111701c.jpg
20111117c,김성수展 / KIMSUNGSOO / 金成洙 / sculpture,On Your Mark,solo exhibition,김성수,The Village of Bandalgom,스틸,212×119×84cm,2010,https://neolook.com/archives/2011111702c.jpg
20111117c,김성수展 / KIMSUNGSOO / 金成洙 / sculpture,On Your Mark,solo exhibition,김성수,George's Island,스틸 동,169×120×140cm,2010,https://neolook.com/archives/2011111703c.jpg
20111117c,김성수展 / KIMSUNGSOO / 金成洙 / sculpture,On Your Mark,solo exhibition,김성수,The Planet of Armadillo,스틸,155×120×140cm,2011,https://neolook.com/archives/2011111704c.jpg
20111117c,김성수展 / KIMSUNGSOO / 金成洙 / sculpture,On Your Mark,solo exhibition,김성수,The Dreaming Whale,스테인레스 스틸 동,220×178×290cm,2011,https://neolook.com/archives/2011111705c.jpg
20111117c,김성수展 / KIMSUNGSOO / 金成洙 / sculpture,On Your Mark,solo exhibition,김성수,Three Kings,스테인레스 스틸,30×60×60cm,2011,https://neolook.com/archives/2011111706c.jpg
20111117c,김성수展 / KIMSUNGSOO / 金成洙 / sculpture,On Your Mark,solo exhibition,김성수,The Planet of Armadillo II,스테인레스 스틸,82×78×77cm,2011,https://neolook.com/archives/2011111707c.jpg
20111117d,정헌조展 / JEONGHEONJO / 鄭憲祚 / drawing,the hinge of the Way,solo exhibition,정헌조,the hinge of the Way,종이에 흑연 엠보싱,91×72.7cm,2011,https://neolook.com/archives/2011111701d.jpg
20111117d,정헌조展 / JEONGHEONJO / 鄭憲祚 / drawing,the hinge of the Way,solo exhibition,정헌조,the hinge of the Way,종이에 흑연 엠보싱,130.3×194cm,2011,https://neolook.com/archives/2011111702d.jpg
20111117d,정헌조展 / JEONGHEONJO / 鄭憲祚 / drawing,the hinge of the Way,solo exhibition,정헌조,the hinge of the Way,종이에 흑연 엠보싱,53×130.4cm,2011,https://neolook.com/archives/2011111703d.jpg
20111117d,정헌조展 / JEONGHEONJO / 鄭憲祚 / drawing,the hinge of the Way,solo exhibition,정헌조,The One is the All the All is the One,종이에 실크스크린,100×70cm,2011,https://neolook.com/archives/2011111704d.jpg
20111117d,정헌조展 / JEONGHEONJO / 鄭憲祚 / drawing,the hinge of the Way,solo exhibition,정헌조,The One is the All the All is the One,종이에 흑연 엠보싱,97×162.2cm,2011,https://neolook.com/archives/2011111705d.jpg
20111117d,정헌조展 / JEONGHEONJO / 鄭憲祚 / drawing,the hinge of the Way,solo exhibition,정헌조,the hinge of the Way,비디오 설치 플렉시글라스에 실크스크린,49×77.2cm×3,2011,https://neolook.com/archives/2011111706d.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,배진희,Watch Secretly,glass,230×300cm,2011,https://neolook.com/archives/2011111701e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,고동현,Chaos – animalⅠ,혼합재료,162.2×130.3cm,2011,https://neolook.com/archives/2011111703e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,Lara,Indefinitely,캔버스에 아크릴채색,53×45.5cm,2011,https://neolook.com/archives/2011111704e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,Baek So Jin,shopping black hole,adobe illustrator,53.5×31cm,2007,https://neolook.com/archives/2011111706e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,Choi Shin Ji,詩,photo,44×52cm,2011,https://neolook.com/archives/2011111708e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,Kang Chang Ho,Rainy day,paper sakurapen,46×35cm,2011,https://neolook.com/archives/2011111710e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,Park Yeo Jin,The end of grief,캔버스에 유채,50×57cm,2011,https://neolook.com/archives/2011111712e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,Jin Sung Hye,Dreaming,혼합재료,318×409cm,2011,https://neolook.com/archives/2011111713e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,Nam Jong Jin,Prayer,cotton. paint. ink stick,53×45.5cm,2010,https://neolook.com/archives/2011111714e.jpg
20111117e,2011_1117 ▶ 2011_1123 ,Gallery Skyyeon 2nd Maid in NewYork,other,Lim Yoon Ock,Soul of an artist,illustrator,45×30cm,2011,https://neolook.com/archives/2011111715e.jpg
20111117f,인도네시아 발리 작가展,Winter Sunny Side,exhibition,I Dewa Made Mustika,Local Spirit,캔버스에 혼합재료,145×200cm,2010,https://neolook.com/archives/2011111702f.jpg
20111117f,인도네시아 발리 작가展,Winter Sunny Side,exhibition,Agus Putu Suyadnya,What about My Home Sweet Home,캔버스에 아크릴채색,130×150cm,2009,https://neolook.com/archives/2011111703f.jpg
20111117f,인도네시아 발리 작가展,Winter Sunny Side,exhibition,Gusti Ayu Kadek Murniasih,Tiga Berasaudara (세 형제),캔버스에 아크릴채색,100×100cm,2000,https://neolook.com/archives/2011111704f.jpg
20111117f,인도네시아 발리 작가展,Winter Sunny Side,exhibition,Ida Bagus Komang Sindu Putra,Under Pressure #1,캔버스에 아크릴채색 목탄 파스텔,150×150cm,2010,https://neolook.com/archives/2011111705f.jpg
20111117f,인도네시아 발리 작가展,Winter Sunny Side,exhibition,I Made Arya Palguna,In the Beach,캔버스에 아크릴채색,40×30cm,2011,https://neolook.com/archives/2011111706f.jpg
20111117f,인도네시아 발리 작가展,Winter Sunny Side,exhibition,I Made Wiradana,Cactus,캔버스에 혼합재료,130×150cm,2011,https://neolook.com/archives/2011111707f.jpg
20111117h,황창하展 / HWANGCHANGHA / 黃昌河 / painting,Kiln,solo exhibition,황창하,Kiln,캔버스에 아크릴채색,61×46cm,2011,https://neolook.com/archives/2011111701h.jpg
20111117h,황창하展 / HWANGCHANGHA / 黃昌河 / painting,Kiln,solo exhibition,황창하,Type ABC,캔버스에 아크릴채색,61×46cm,2011,https://neolook.com/archives/2011111702h.jpg
20111117h,황창하展 / HWANGCHANGHA / 黃昌河 / painting,Kiln,solo exhibition,황창하,1/16,캔버스에 아크릴채색,152.4×122cm,2011,https://neolook.com/archives/2011111703h.jpg
20111117h,황창하展 / HWANGCHANGHA / 黃昌河 / painting,Kiln,solo exhibition,황창하,C-Language,캔버스에 아크릴채색,101.6×76.2cm,2011,https://neolook.com/archives/2011111704h.jpg
20111117h,황창하展 / HWANGCHANGHA / 黃昌河 / painting,Kiln,solo exhibition,황창하,1/4,캔버스에 아크릴채색,152.4×122cm,2011,https://neolook.com/archives/2011111705h.jpg
20111117h,황창하展 / HWANGCHANGHA / 黃昌河 / painting,Kiln,solo exhibition,황창하,Soon,캔버스에 아크릴채색,61×46cm,2011,https://neolook.com/archives/2011111706h.jpg
20111117h,황창하展 / HWANGCHANGHA / 黃昌河 / painting,Kiln,solo exhibition,황창하,Face,캔버스에 아크릴채색,101.6×76.2cm,2011,https://neolook.com/archives/2011111707h.jpg
20111117j,현용안展 / HYUNYONGAN / 玄龍安 / drawing,직관을 가장 빠르게 기록 하기 위한 행위 Draw intuitive power,solo exhibition,현용안,부재로 부터 온 외로움,종이에 잉크 C 프린트,160×100cm,2011,https://neolook.com/archives/2011111701j.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,이수현,동질이형-숲Ⅲ,MDF 판넬 혼합재료,178×10cm,2011,https://neolook.com/archives/2011111701k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,김은송,스물셋,포토그래픽 프린트,58.5×90cm,2011,https://neolook.com/archives/2011111702k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,엄지현,Color-bloom,아크릴패널 니켈,150×100cm  150×110cm 110×85cm 130×80cm,2011,https://neolook.com/archives/2011111703k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,우기,Deer Girl2,아크릴,117×91cm,2011,https://neolook.com/archives/2011111704k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,함수아,Deer Girl2,아크릴,117×91,2011,https://neolook.com/archives/2011111705k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,김련희,新登龍門1(등용문1),패널에 혼합재료,116.8×91cm,2011,https://neolook.com/archives/2011111706k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,주정아,DAYDREAM,연필,292×398mm,2011,https://neolook.com/archives/2011111707k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,손성은,내꺼야 건들지마,장지에 분채,116.8×91cm,2010,https://neolook.com/archives/2011111708k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,최근혜,TETRIS LIFE,캔버스에 혼합재료,116.7×80.3cm,2011,https://neolook.com/archives/2011111710k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,김지희,one,A4 파스텔 외,205×885mm,2011,https://neolook.com/archives/2011111711k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,이진,Play in a Square,캔버스에 혼합재료,96×153cm,2011,https://neolook.com/archives/2011111712k.jpg
20111117k,2011_1116 ▶ 2011_1122,2nd S. Festival,other,최현수,만추가경(晩秋佳景),Chiffon Variegation,400×140cm 500×180cm 600×180cm 700×140cm,2011,https://neolook.com/archives/2011111713k.jpg
20111118a,고관호展 / KOKWANHO / 高寬皓 / sculpture.installation,공간을 조율하는 긴장(Tension)의 미,solo exhibition,고관호,A moment of Lotus,스틸 나무,101×110×10cm,2011,https://neolook.com/archives/2011111801a.jpg
20111118a,고관호展 / KOKWANHO / 高寬皓 / sculpture.installation,공간을 조율하는 긴장(Tension)의 미,solo exhibition,고관호,sphere,스테인리스 스틸,35×35×35cm,2010,https://neolook.com/archives/2011111802a.jpg
20111118a,고관호展 / KOKWANHO / 高寬皓 / sculpture.installation,공간을 조율하는 긴장(Tension)의 미,solo exhibition,고관호,cube,스틸,46×70×70cm,2004,https://neolook.com/archives/2011111803a.jpg
20111118a,고관호展 / KOKWANHO / 高寬皓 / sculpture.installation,공간을 조율하는 긴장(Tension)의 미,solo exhibition,고관호,cube,스테인리스 스틸,35.5×36×40cm,2004,https://neolook.com/archives/2011111804a.jpg
20111118a,고관호展 / KOKWANHO / 高寬皓 / sculpture.installation,공간을 조율하는 긴장(Tension)의 미,solo exhibition,고관호,A Portrait of woman,스테인리스 스틸 나무,109×87×10cm,2011,https://neolook.com/archives/2011111805a.jpg
20111118a,고관호展 / KOKWANHO / 高寬皓 / sculpture.installation,공간을 조율하는 긴장(Tension)의 미,solo exhibition,고관호,A moment in Japan,스테인리스 스틸,108×85×9cm,2011,https://neolook.com/archives/2011111806a.jpg
20111118a,고관호展 / KOKWANHO / 高寬皓 / sculpture.installation,공간을 조율하는 긴장(Tension)의 미,solo exhibition,고관호,A moment in Bald eagle park,스틸,100×101×4cm,2011,https://neolook.com/archives/2011111807a.jpg
20111118b,김보라展 / KIMBORA / 金保羅 / painting.sewing,넉넉한 기운,solo exhibition,김보라,넉넉히 흔들대는,아크릴채색 재봉,90×40cm,2011,https://neolook.com/archives/2011111801b.jpg
20111118b,김보라展 / KIMBORA / 金保羅 / painting.sewing,넉넉한 기운,solo exhibition,김보라,슬슬 맴도는,아크릴채색 재봉,80×30cm,2010,https://neolook.com/archives/2011111802b.jpg
20111118b,김보라展 / KIMBORA / 金保羅 / painting.sewing,넉넉한 기운,solo exhibition,김보라,숨지말고 나와,아크릴채색 재봉,25×25cm,2011,https://neolook.com/archives/2011111803b.jpg
20111118b,김보라展 / KIMBORA / 金保羅 / painting.sewing,넉넉한 기운,solo exhibition,김보라,행복해?,먹채색 재봉,25×25cm,2011,https://neolook.com/archives/2011111804b.jpg
20111118b,김보라展 / KIMBORA / 金保羅 / painting.sewing,넉넉한 기운,solo exhibition,.김보라,일어나라. 풀아.,먹채색 재봉,25×25cm,2011,https://neolook.com/archives/2011111805b.jpg
20111118b,김보라展 / KIMBORA / 金保羅 / painting.sewing,넉넉한 기운,solo exhibition,김보라,수다,연필 재봉,25×25cm,2011,https://neolook.com/archives/2011111806b.jpg
20111118b,김보라展 / KIMBORA / 金保羅 / painting.sewing,넉넉한 기운,solo exhibition,김보라,밥,연필 재봉,25×25cm,2011,https://neolook.com/archives/2011111807b.jpg
20111118c,유용상展 / YOOYONGSANG / 劉龍相 / painting,선택받은 사람 & 순간 The Chosen person & Instant,solo exhibition,유용상,The Chosen person 선택받은 사람,캔버스에 유채,145.5×227.3cm,2011,https://neolook.com/archives/2011111801c.jpg
20111118d,정진용展 / JEONGJINYONG / 鄭眞蓉 / painting,락원,solo exhibition,정진용,日月五嶽十長生圖,acrylic guache &crystal bead on canvas,145×245cm,2010,https://neolook.com/archives/2011111801d.jpg
20111118d,정진용展 / JEONGJINYONG / 鄭眞蓉 / painting,락원,solo exhibition,정진용,金龍登天,acrylic guache &crystal bead on canvas,145×220cm,2010,https://neolook.com/archives/2011111802d.jpg
20111118d,정진용展 / JEONGJINYONG / 鄭眞蓉 / painting,락원,solo exhibition,정진용,락원1101,墨 acrylic guache&crystal bead on canvas,160×130cm,2011,https://neolook.com/archives/2011111803d.jpg
20111118d,정진용展 / JEONGJINYONG / 鄭眞蓉 / painting,락원,solo exhibition,정진용,락원1100,墨 acrylic guache&crystal bead on canvas,145×210cm,2011,https://neolook.com/archives/2011111804d.jpg
20111118f,레슬리 드 차베즈展 / Leslie de Chavez / painting,God Is Busy,solo exhibition,레슬리 드 차베즈,Daily Dose,캔버스에 유채,140×200cm,2011,https://neolook.com/archives/2011111801f.jpg
20111118f,레슬리 드 차베즈展 / Leslie de Chavez / painting,God Is Busy,solo exhibition,레슬리 드 차베즈,Vanity = Spectacle + Drama,캔버스에 유채,140×200cm,2011,https://neolook.com/archives/2011111802f.jpg
20111118f,레슬리 드 차베즈展 / Leslie de Chavez / painting,God Is Busy,solo exhibition,레슬리 드 차베즈,Trick or T(h)reat,캔버스에 유채,140×200cm,2011,https://neolook.com/archives/2011111803f.jpg
20111118f,레슬리 드 차베즈展 / Leslie de Chavez / painting,God Is Busy,solo exhibition,레슬리 드 차베즈,Manila Abstract E×pressionism,캔버스에 유채,140×195cm,2011,https://neolook.com/archives/2011111804f.jpg
20111118f,레슬리 드 차베즈展 / Leslie de Chavez / painting,God Is Busy,solo exhibition,레슬리 드 차베즈,Last Song Syndrome, 캔버스에 유채,diptych 195×300cm,2010,https://neolook.com/archives/2011111805f.jpg
